pop_size,crossover,crossover_prob,mutation,mutation_prob,F1,F2,F3
50,UX,0.5,BFM,0.1,3.0, 98.0, 9442.890268870551
50,UX,0.5,BFM,0.1,1.0, 196.0, 67880.3635706255
50,UX,0.5,BFM,0.1,4.0, 86.0, 7191.4970823983895
50,UX,0.5,BFM,0.1,10.0, 82.0, 5716.836138429869
50,UX,0.5,BFM,0.1,6.0, 80.0, 5756.269093539919
50,UX,0.5,BFM,0.1,4.0, 88.0, 7140.984939783078
50,UX,0.7,BFM,0.01,2.0, 132.0, 23911.862997881926
50,UX,0.7,BFM,0.01,2.0, 140.0, 23634.060564167856
50,UX,0.7,BFM,0.01,4.0, 86.0, 6830.604633521283
50,UX,0.7,BFM,0.01,6.0, 82.0, 5899.117767333966
50,UX,0.7,BFM,0.01,1.0, 196.0, 67880.3635706255
50,UX,0.7,BFM,0.01,3.0, 98.0, 9442.890268870551
50,UX,0.7,BFM,0.01,8.0, 80.0, 5802.42949240352
50,UX,0.7,BFM,0.01,5.0, 82.0, 5978.13916086702
50,UX,0.7,BFM,0.05,1.0, 196.0, 67880.3635706255
50,UX,0.7,BFM,0.05,2.0, 132.0, 23911.862997881926
50,UX,0.7,BFM,0.05,5.0, 84.0, 6188.995497914003
50,UX,0.7,BFM,0.05,8.0, 80.0, 5759.9976820073925
50,UX,0.7,BFM,0.05,6.0, 82.0, 5899.117767333966
50,UX,0.7,BFM,0.05,7.0, 82.0, 5759.927456665535
50,UX,0.7,BFM,0.05,3.0, 98.0, 9442.890268870551
50,UX,0.7,BFM,0.05,4.0, 86.0, 6830.604633521283
50,UX,0.7,BFM,0.05,2.0, 134.0, 21536.60069810438
50,UX,0.7,BFM,0.1,4.0, 86.0, 7191.4970823983895
50,UX,0.7,BFM,0.1,4.0, 88.0, 7140.984939783078
50,UX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
50,UX,0.7,BFM,0.1,5.0, 84.0, 6188.995497914003
50,UX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
50,UX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
50,UX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
50,UX,0.7,BFM,0.1,6.0, 82.0, 5899.117767333966
50,UX,0.7,BFM,0.1,7.0, 82.0, 5738.80448825047
50,UX,0.7,BFM,0.1,8.0, 80.0, 5813.73556714853
50,UX,0.7,BFM,0.1,9.0, 78.0, 5451.474201699052
50,UX,1.0,BFM,0.01,2.0, 140.0, 23634.060564167856
50,UX,1.0,BFM,0.01,1.0, 196.0, 67880.3635706255
50,UX,1.0,BFM,0.01,3.0, 98.0, 9442.890268870551
50,UX,1.0,BFM,0.01,10.0, 78.0, 5439.440344912021
50,UX,1.0,BFM,0.01,4.0, 86.0, 7191.4970823983895
50,UX,1.0,BFM,0.01,4.0, 88.0, 7140.984939783078
50,UX,1.0,BFM,0.01,6.0, 82.0, 5899.117767333966
50,UX,1.0,BFM,0.01,2.0, 132.0, 23911.862997881926
50,UX,1.0,BFM,0.01,5.0, 84.0, 6188.995497914003
50,UX,1.0,BFM,0.01,8.0, 80.0, 5802.42949240352
50,UX,1.0,BFM,0.05,2.0, 132.0, 23911.862997881926
50,UX,1.0,BFM,0.05,2.0, 134.0, 21536.60069810438
50,UX,1.0,BFM,0.05,6.0, 82.0, 5899.117767333966
50,UX,1.0,BFM,0.05,3.0, 98.0, 9442.890268870551
50,UX,1.0,BFM,0.05,10.0, 78.0, 5439.440344912021
50,UX,1.0,BFM,0.05,1.0, 196.0, 67880.3635706255
50,UX,1.0,BFM,0.05,5.0, 84.0, 6188.995497914003
50,UX,1.0,BFM,0.05,4.0, 86.0, 7191.4970823983895
50,UX,1.0,BFM,0.05,8.0, 80.0, 5802.42949240352
50,UX,1.0,BFM,0.05,4.0, 88.0, 7140.984939783078
50,UX,1.0,BFM,0.1,2.0, 134.0, 21536.60069810438
50,UX,1.0,BFM,0.1,1.0, 196.0, 67880.3635706255
50,UX,1.0,BFM,0.1,2.0, 132.0, 23911.862997881926
50,UX,1.0,BFM,0.1,5.0, 82.0, 5978.13916086702
50,UX,1.0,BFM,0.1,9.0, 80.0, 5701.026211072847
50,UX,1.0,BFM,0.1,3.0, 98.0, 9442.890268870551
50,UX,1.0,BFM,0.1,4.0, 86.0, 7191.4970823983895
50,UX,1.0,BFM,0.1,7.0, 84.0, 5865.344663776311
50,UX,1.0,BFM,0.1,4.0, 88.0, 7140.984939783078
50,UX,1.0,BFM,0.1,6.0, 82.0, 5899.117767333966
50,UX,0.5,IM,0.01,6.0, 82.0, 5899.117767333966
50,UX,0.5,IM,0.01,1.0, 196.0, 67880.3635706255
50,UX,0.5,IM,0.01,2.0, 132.0, 23911.862997881926
50,UX,0.5,IM,0.01,4.0, 86.0, 7191.4970823983895
50,UX,0.5,IM,0.01,3.0, 98.0, 9442.890268870551
50,UX,0.5,IM,0.01,7.0, 78.0, 5391.678885263456
50,UX,0.5,IM,0.01,4.0, 88.0, 7140.984939783078
50,UX,0.5,IM,0.01,2.0, 140.0, 23634.060564167856
50,UX,0.5,IM,0.01,5.0, 82.0, 5978.13916086702
50,UX,0.5,IM,0.05,4.0, 86.0, 7191.4970823983895
50,UX,0.5,IM,0.05,3.0, 98.0, 9442.890268870551
50,UX,0.5,IM,0.05,1.0, 196.0, 67880.3635706255
50,UX,0.5,IM,0.05,4.0, 88.0, 7140.984939783078
50,UX,0.5,IM,0.05,2.0, 140.0, 23634.060564167856
50,UX,0.5,IM,0.05,2.0, 132.0, 23911.862997881926
50,UX,0.5,IM,0.05,6.0, 82.0, 5899.117767333966
50,UX,0.5,IM,0.05,7.0, 78.0, 5391.678885263456
50,UX,0.5,IM,0.05,5.0, 82.0, 5978.13916086702
50,UX,0.5,IM,0.1,2.0, 132.0, 23911.862997881926
50,UX,0.5,IM,0.1,2.0, 134.0, 21536.60069810438
50,UX,0.5,IM,0.1,1.0, 196.0, 67880.3635706255
50,UX,0.5,IM,0.1,3.0, 98.0, 9442.890268870551
50,UX,0.5,IM,0.1,11.0, 80.0, 5751.6858535219035
50,UX,0.5,IM,0.1,8.0, 82.0, 5800.617309690127
50,UX,0.5,IM,0.1,5.0, 82.0, 5978.13916086702
50,UX,0.5,IM,0.1,4.0, 86.0, 6830.604633521283
50,UX,0.5,IM,0.1,6.0, 82.0, 5899.117767333966
50,UX,0.7,IM,0.01,1.0, 196.0, 67880.3635706255
50,UX,0.7,IM,0.01,2.0, 134.0, 21536.60069810438
50,UX,0.7,IM,0.01,2.0, 132.0, 23911.862997881926
50,UX,0.7,IM,0.01,3.0, 98.0, 9442.890268870551
50,UX,0.7,IM,0.01,7.0, 80.0, 6209.78588216423
50,UX,0.7,IM,0.01,8.0, 80.0, 5802.42949240352
50,UX,0.7,IM,0.01,6.0, 82.0, 5899.117767333966
50,UX,0.7,IM,0.01,5.0, 82.0, 5978.13916086702
50,UX,0.7,IM,0.01,9.0, 78.0, 5451.474201699052
50,UX,0.7,IM,0.01,4.0, 86.0, 6830.604633521283
50,UX,0.7,IM,0.05,4.0, 86.0, 7191.4970823983895
50,UX,0.7,IM,0.05,3.0, 98.0, 9442.890268870551
50,UX,0.7,IM,0.05,1.0, 196.0, 67880.3635706255
50,UX,0.7,IM,0.05,4.0, 88.0, 7140.984939783078
50,UX,0.7,IM,0.05,2.0, 132.0, 23911.862997881926
50,UX,0.7,IM,0.05,5.0, 84.0, 6188.995497914003
50,UX,0.7,IM,0.05,6.0, 82.0, 5899.117767333966
50,UX,0.7,IM,0.05,8.0, 80.0, 5802.42949240352
50,UX,0.7,IM,0.05,5.0, 82.0, 6206.316928132286
50,UX,0.7,IM,0.05,2.0, 140.0, 23634.060564167856
50,UX,0.7,IM,0.05,7.0, 80.0, 6209.78588216423
50,UX,0.7,IM,0.05,11.0, 78.0, 5523.8175798520415
50,UX,0.7,IM,0.05,9.0, 80.0, 5701.026211072847
50,UX,0.7,IM,0.1,1.0, 200.0, 71090.21544259532
50,UX,0.7,IM,0.1,2.0, 132.0, 23911.862997881926
50,UX,0.7,IM,0.1,2.0, 134.0, 21536.60069810438
50,UX,0.7,IM,0.1,3.0, 98.0, 9442.890268870551
50,UX,0.7,IM,0.1,4.0, 86.0, 6830.604633521283
50,UX,0.7,IM,0.1,6.0, 80.0, 5756.269093539919
50,UX,0.7,IM,0.1,5.0, 84.0, 6188.995497914003
50,UX,1.0,IM,0.01,2.0, 132.0, 23911.862997881926
50,UX,1.0,IM,0.01,2.0, 134.0, 21536.60069810438
50,UX,1.0,IM,0.01,4.0, 86.0, 7191.4970823983895
50,UX,1.0,IM,0.01,3.0, 98.0, 9442.890268870551
50,UX,1.0,IM,0.01,1.0, 196.0, 67880.3635706255
50,UX,1.0,IM,0.01,5.0, 82.0, 5978.13916086702
50,UX,1.0,IM,0.01,4.0, 88.0, 7140.984939783078
50,UX,1.0,IM,0.01,6.0, 82.0, 5899.117767333966
50,UX,1.0,IM,0.01,8.0, 80.0, 5813.73556714853
50,UX,1.0,IM,0.05,2.0, 140.0, 23634.060564167856
50,UX,1.0,IM,0.05,4.0, 86.0, 6830.604633521283
50,UX,1.0,IM,0.05,2.0, 132.0, 23911.862997881926
50,UX,1.0,IM,0.05,1.0, 200.0, 71090.21544259532
50,UX,1.0,IM,0.05,3.0, 98.0, 9442.890268870551
50,UX,1.0,IM,0.05,7.0, 78.0, 5391.678885263456
50,UX,1.0,IM,0.05,5.0, 82.0, 5978.13916086702
50,UX,1.0,IM,0.05,6.0, 82.0, 5900.916044556201
50,UX,1.0,IM,0.1,5.0, 82.0, 5978.13916086702
50,UX,1.0,IM,0.1,4.0, 86.0, 7191.4970823983895
50,UX,1.0,IM,0.1,2.0, 132.0, 23911.862997881926
50,UX,1.0,IM,0.1,3.0, 98.0, 9442.890268870551
50,UX,1.0,IM,0.1,1.0, 196.0, 67880.3635706255
50,UX,1.0,IM,0.1,6.0, 80.0, 5756.269093539919
50,UX,1.0,IM,0.1,2.0, 140.0, 23634.060564167856
50,UX,1.0,IM,0.1,4.0, 88.0, 7140.984939783078
50,SPX,0.7,BFM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,0.7,BFM,0.01,1.0, 196.0, 67880.3635706255
50,SPX,0.7,BFM,0.01,2.0, 140.0, 23634.060564167856
50,SPX,0.7,BFM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,0.7,BFM,0.01,6.0, 82.0, 5899.117767333966
50,SPX,0.7,BFM,0.01,7.0, 78.0, 5391.678885263456
50,SPX,0.7,BFM,0.01,2.0, 132.0, 23911.862997881926
50,SPX,0.7,BFM,0.01,5.0, 84.0, 6188.995497914003
50,SPX,0.7,BFM,0.05,2.0, 132.0, 23911.862997881926
50,SPX,0.7,BFM,0.05,9.0, 80.0, 5694.439868352603
50,SPX,0.7,BFM,0.05,6.0, 82.0, 5899.117767333966
50,SPX,0.7,BFM,0.05,4.0, 86.0, 6830.604633521283
50,SPX,0.7,BFM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,0.7,BFM,0.05,5.0, 82.0, 5978.13916086702
50,SPX,0.7,BFM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,0.7,BFM,0.05,2.0, 134.0, 21536.60069810438
50,SPX,0.7,BFM,0.1,6.0, 84.0, 5924.813483908627
50,SPX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
50,SPX,0.7,BFM,0.1,7.0, 78.0, 5391.678885263456
50,SPX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
50,SPX,0.7,BFM,0.1,6.0, 82.0, 6018.034517962654
50,SPX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
50,SPX,0.7,BFM,0.1,4.0, 86.0, 6830.604633521283
50,SPX,0.7,BFM,0.1,5.0, 84.0, 6188.995497914003
50,SPX,0.9,BFM,0.01,1.0, 196.0, 67880.3635706255
50,SPX,0.9,BFM,0.01,2.0, 134.0, 21536.60069810438
50,SPX,0.9,BFM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,0.9,BFM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,0.9,BFM,0.01,5.0, 86.0, 6594.334878263516
50,SPX,0.9,BFM,0.01,6.0, 80.0, 6105.298387332064
50,SPX,0.9,BFM,0.01,6.0, 82.0, 5899.117767333966
50,SPX,0.9,BFM,0.01,7.0, 82.0, 5738.80448825047
50,SPX,0.9,BFM,0.01,8.0, 80.0, 5578.0475697954735
50,SPX,0.9,BFM,0.01,2.0, 132.0, 23911.862997881926
50,SPX,0.9,BFM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,0.9,BFM,0.05,2.0, 140.0, 23634.060564167856
50,SPX,0.9,BFM,0.05,5.0, 82.0, 6206.316928132286
50,SPX,0.9,BFM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,0.9,BFM,0.05,4.0, 86.0, 6830.604633521283
50,SPX,0.9,BFM,0.05,9.0, 80.0, 5729.949706668013
50,SPX,0.9,BFM,0.05,2.0, 132.0, 23911.862997881926
50,SPX,0.9,BFM,0.05,5.0, 84.0, 6188.995497914003
50,SPX,0.9,BFM,0.05,7.0, 78.0, 5855.094163995039
50,SPX,0.9,BFM,0.1,6.0, 80.0, 6105.298387332064
50,SPX,0.9,BFM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,0.9,BFM,0.1,8.0, 80.0, 6074.717192622219
50,SPX,0.9,BFM,0.1,1.0, 196.0, 67880.3635706255
50,SPX,0.9,BFM,0.1,6.0, 82.0, 6018.034517962654
50,SPX,0.9,BFM,0.1,2.0, 132.0, 23911.862997881926
50,SPX,0.9,BFM,0.1,7.0, 82.0, 5738.80448825047
50,SPX,0.9,BFM,0.1,3.0, 98.0, 9442.890268870551
50,SPX,0.9,BFM,0.1,4.0, 86.0, 6830.604633521283
50,SPX,0.9,BFM,0.1,5.0, 86.0, 6324.36267909259
50,SPX,1.0,BFM,0.01,7.0, 82.0, 5738.80448825047
50,SPX,1.0,BFM,0.01,1.0, 196.0, 67880.3635706255
50,SPX,1.0,BFM,0.01,5.0, 82.0, 6206.316928132286
50,SPX,1.0,BFM,0.01,9.0, 80.0, 5781.494535370769
50,SPX,1.0,BFM,0.01,2.0, 140.0, 23634.060564167856
50,SPX,1.0,BFM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,1.0,BFM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,1.0,BFM,0.01,5.0, 84.0, 6188.995497914003
50,SPX,1.0,BFM,0.01,10.0, 78.0, 5322.706176732497
50,SPX,1.0,BFM,0.01,7.0, 78.0, 5855.094163995039
50,SPX,1.0,BFM,0.01,6.0, 82.0, 5899.117767333966
50,SPX,1.0,BFM,0.05,2.0, 140.0, 23634.060564167856
50,SPX,1.0,BFM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,1.0,BFM,0.05,6.0, 82.0, 5899.117767333966
50,SPX,1.0,BFM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,1.0,BFM,0.05,4.0, 86.0, 6830.604633521283
50,SPX,1.0,BFM,0.05,5.0, 84.0, 6188.995497914003
50,SPX,1.0,BFM,0.05,7.0, 78.0, 5391.678885263456
50,SPX,1.0,BFM,0.1,2.0, 132.0, 23911.862997881926
50,SPX,1.0,BFM,0.1,4.0, 86.0, 7191.4970823983895
50,SPX,1.0,BFM,0.1,8.0, 80.0, 6074.717192622219
50,SPX,1.0,BFM,0.1,7.0, 82.0, 5738.80448825047
50,SPX,1.0,BFM,0.1,4.0, 88.0, 7140.984939783078
50,SPX,1.0,BFM,0.1,3.0, 98.0, 9442.890268870551
50,SPX,1.0,BFM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,1.0,BFM,0.1,6.0, 82.0, 5899.117767333966
50,SPX,1.0,BFM,0.1,9.0, 80.0, 5729.949706668013
50,SPX,1.0,BFM,0.1,10.0, 78.0, 5322.706176732497
50,SPX,1.0,BFM,0.1,1.0, 196.0, 67880.3635706255
50,SPX,1.0,BFM,0.1,5.0, 82.0, 5978.13916086702
50,SPX,0.7,IM,0.01,1.0, 196.0, 67880.3635706255
50,SPX,0.7,IM,0.01,2.0, 144.0, 25142.437123768173
50,SPX,0.7,IM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,0.7,IM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,0.7,IM,0.01,6.0, 82.0, 6018.034517962654
50,SPX,0.7,IM,0.01,7.0, 78.0, 5391.678885263456
50,SPX,0.7,IM,0.01,5.0, 84.0, 6188.995497914003
50,SPX,0.7,IM,0.01,6.0, 84.0, 5924.813483908627
50,SPX,0.7,IM,0.01,2.0, 142.0, 27402.70228212759
50,SPX,0.7,IM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,0.7,IM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,0.7,IM,0.05,6.0, 80.0, 6105.298387332064
50,SPX,0.7,IM,0.05,2.0, 134.0, 21536.60069810438
50,SPX,0.7,IM,0.05,4.0, 86.0, 6830.604633521283
50,SPX,0.7,IM,0.05,6.0, 82.0, 5899.117767333966
50,SPX,0.7,IM,0.05,7.0, 78.0, 5855.094163995039
50,SPX,0.7,IM,0.05,5.0, 84.0, 6188.995497914003
50,SPX,0.7,IM,0.05,7.0, 82.0, 5738.80448825047
50,SPX,0.7,IM,0.05,8.0, 80.0, 5578.0475697954735
50,SPX,0.7,IM,0.1,7.0, 78.0, 5391.678885263456
50,SPX,0.7,IM,0.1,3.0, 100.0, 9961.679032496952
50,SPX,0.7,IM,0.1,1.0, 196.0, 67880.3635706255
50,SPX,0.7,IM,0.1,4.0, 86.0, 7191.4970823983895
50,SPX,0.7,IM,0.1,2.0, 132.0, 23911.862997881926
50,SPX,0.7,IM,0.1,5.0, 82.0, 5978.13916086702
50,SPX,0.7,IM,0.1,6.0, 84.0, 5924.813483908627
50,SPX,0.7,IM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,0.9,IM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,0.9,IM,0.01,1.0, 200.0, 71090.21544259532
50,SPX,0.9,IM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,0.9,IM,0.01,7.0, 82.0, 5738.80448825047
50,SPX,0.9,IM,0.01,2.0, 134.0, 21536.60069810438
50,SPX,0.9,IM,0.01,2.0, 132.0, 23911.862997881926
50,SPX,0.9,IM,0.01,6.0, 80.0, 6105.298387332064
50,SPX,0.9,IM,0.01,8.0, 80.0, 5578.0475697954735
50,SPX,0.9,IM,0.01,5.0, 86.0, 6324.36267909259
50,SPX,0.9,IM,0.01,6.0, 82.0, 5899.117767333966
50,SPX,0.9,IM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,0.9,IM,0.05,4.0, 86.0, 7191.4970823983895
50,SPX,0.9,IM,0.05,2.0, 132.0, 23911.862997881926
50,SPX,0.9,IM,0.05,2.0, 134.0, 21536.60069810438
50,SPX,0.9,IM,0.05,6.0, 82.0, 5899.117767333966
50,SPX,0.9,IM,0.05,13.0, 80.0, 5724.294717893361
50,SPX,0.9,IM,0.05,8.0, 80.0, 5821.106071589524
50,SPX,0.9,IM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,0.9,IM,0.05,5.0, 84.0, 6188.995497914003
50,SPX,0.9,IM,0.05,11.0, 80.0, 5751.6858535219035
50,SPX,0.9,IM,0.1,7.0, 82.0, 5738.80448825047
50,SPX,0.9,IM,0.1,1.0, 196.0, 67880.3635706255
50,SPX,0.9,IM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,0.9,IM,0.1,6.0, 82.0, 5899.117767333966
50,SPX,0.9,IM,0.1,8.0, 80.0, 5578.0475697954735
50,SPX,0.9,IM,0.1,3.0, 98.0, 9442.890268870551
50,SPX,0.9,IM,0.1,4.0, 86.0, 6830.604633521283
50,SPX,0.9,IM,0.1,5.0, 84.0, 6188.995497914003
50,SPX,1.0,IM,0.01,7.0, 82.0, 5738.80448825047
50,SPX,1.0,IM,0.01,5.0, 88.0, 6636.005235649842
50,SPX,1.0,IM,0.01,2.0, 140.0, 23634.060564167856
50,SPX,1.0,IM,0.01,6.0, 82.0, 5899.117767333966
50,SPX,1.0,IM,0.01,2.0, 132.0, 23911.862997881926
50,SPX,1.0,IM,0.01,1.0, 196.0, 67880.3635706255
50,SPX,1.0,IM,0.01,3.0, 98.0, 9442.890268870551
50,SPX,1.0,IM,0.01,5.0, 86.0, 6724.918443406588
50,SPX,1.0,IM,0.01,4.0, 86.0, 6830.604633521283
50,SPX,1.0,IM,0.05,3.0, 98.0, 9442.890268870551
50,SPX,1.0,IM,0.05,5.0, 88.0, 6636.005235649842
50,SPX,1.0,IM,0.05,2.0, 140.0, 23634.060564167856
50,SPX,1.0,IM,0.05,5.0, 86.0, 6753.464888134205
50,SPX,1.0,IM,0.05,7.0, 78.0, 5391.678885263456
50,SPX,1.0,IM,0.05,2.0, 132.0, 23911.862997881926
50,SPX,1.0,IM,0.05,1.0, 196.0, 67880.3635706255
50,SPX,1.0,IM,0.05,6.0, 82.0, 5899.117767333966
50,SPX,1.0,IM,0.05,4.0, 86.0, 6830.604633521283
50,SPX,1.0,IM,0.1,3.0, 98.0, 9442.890268870551
50,SPX,1.0,IM,0.1,1.0, 200.0, 71090.21544259532
50,SPX,1.0,IM,0.1,4.0, 86.0, 6830.604633521283
50,SPX,1.0,IM,0.1,6.0, 82.0, 5899.117767333966
50,SPX,1.0,IM,0.1,7.0, 78.0, 5391.678885263456
50,SPX,1.0,IM,0.1,2.0, 134.0, 21536.60069810438
50,SPX,1.0,IM,0.1,6.0, 80.0, 6105.298387332064
50,SPX,1.0,IM,0.1,5.0, 86.0, 6324.36267909259
50,SPX,1.0,IM,0.1,2.0, 132.0, 23911.862997881926
100,UX,0.5,BFM,0.01,3.0, 98.0, 9442.890268870551
100,UX,0.5,BFM,0.01,2.0, 140.0, 23634.060564167856
100,UX,0.5,BFM,0.01,1.0, 196.0, 67880.3635706255
100,UX,0.5,BFM,0.01,2.0, 132.0, 23911.862997881926
100,UX,0.5,BFM,0.01,5.0, 82.0, 5978.13916086702
100,UX,0.5,BFM,0.01,4.0, 88.0, 7140.984939783078
100,UX,0.5,BFM,0.01,4.0, 86.0, 7191.4970823983895
100,UX,0.5,BFM,0.01,7.0, 78.0, 5391.678885263456
100,UX,0.5,BFM,0.01,6.0, 82.0, 5899.117767333966
100,UX,0.5,BFM,0.05,1.0, 196.0, 67880.3635706255
