seed,pop_size,crossover,crossover_prob,mutation,mutation_prob,F1,F2,F3
100,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
100,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
100,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
100,200,HUX,0.0,IM,0.05,10.0, 78.0, 5322.706176732497
100,200,HUX,0.0,IM,0.05,6.0, 82.0, 5899.117767333966
20,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
20,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
20,200,HUX,0.0,IM,0.05,6.0, 80.0, 5756.269093539919
20,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
20,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
20,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
20,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
20,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
10,100,UX,0.5,BFM,0.05,3.0, 98.0, 9442.890268870551
10,100,UX,0.5,BFM,0.05,2.0, 134.0, 21536.60069810438
10,100,UX,0.5,BFM,0.05,1.0, 196.0, 67880.3635706255
10,100,UX,0.5,BFM,0.05,2.0, 132.0, 23911.862997881926
10,100,UX,0.5,BFM,0.05,4.0, 86.0, 6830.604633521283
10,100,UX,0.5,BFM,0.05,6.0, 82.0, 5900.916044556201
10,100,UX,0.5,BFM,0.05,7.0, 78.0, 5391.678885263456
10,100,UX,0.5,BFM,0.05,5.0, 82.0, 5978.13916086702
50,100,UX,0.5,BFM,0.05,1.0, 196.0, 67880.3635706255
50,100,UX,0.5,BFM,0.05,2.0, 132.0, 23911.862997881926
50,100,UX,0.5,BFM,0.05,2.0, 134.0, 21536.60069810438
50,100,UX,0.5,BFM,0.05,5.0, 82.0, 5978.13916086702
50,100,UX,0.5,BFM,0.05,3.0, 98.0, 9442.890268870551
50,100,UX,0.5,BFM,0.05,4.0, 86.0, 6830.604633521283
50,100,UX,0.5,BFM,0.05,6.0, 82.0, 5900.916044556201
50,100,UX,0.5,BFM,0.05,7.0, 78.0, 5391.678885263456
10,200,HUX,0.0,BFM,0.01,2.0, 132.0, 23911.862997881926
10,200,HUX,0.0,BFM,0.01,3.0, 98.0, 9442.890268870551
10,200,HUX,0.0,BFM,0.01,2.0, 134.0, 21536.60069810438
10,200,HUX,0.0,BFM,0.01,1.0, 196.0, 67880.3635706255
10,200,HUX,0.0,BFM,0.01,5.0, 82.0, 5978.13916086702
10,200,HUX,0.0,BFM,0.01,4.0, 86.0, 6830.604633521283
10,200,HUX,0.0,BFM,0.01,6.0, 80.0, 5756.269093539919
10,200,HUX,0.0,BFM,0.01,7.0, 78.0, 5391.678885263456
40,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
40,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
40,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
40,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
40,200,HUX,0.0,IM,0.05,6.0, 82.0, 5900.916044556201
40,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
40,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
40,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
10,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
10,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
10,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
10,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
10,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
10,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
10,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
10,200,HUX,0.0,IM,0.05,6.0, 80.0, 5756.269093539919
50,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
50,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
50,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
50,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
50,200,HUX,0.0,IM,0.05,8.0, 80.0, 5759.9976820073925
50,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
50,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
50,200,HUX,0.0,IM,0.05,6.0, 82.0, 5899.117767333966
50,200,HUX,0.0,IM,0.05,7.0, 80.0, 6209.78588216423
50,200,HUX,0.0,IM,0.05,10.0, 80.0, 5539.118137170667
50,200,HUX,0.0,IM,0.05,7.0, 82.0, 5738.80448825047
50,200,HUX,0.0,IM,0.05,9.0, 80.0, 5674.170314791228
90,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
90,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
90,200,HUX,0.0,IM,0.05,6.0, 80.0, 5856.036511415234
90,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
90,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
90,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
90,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
90,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
90,200,HUX,0.0,IM,0.05,10.0, 78.0, 5322.706176732497
10,100,UX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
10,100,UX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
10,100,UX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
10,100,UX,0.7,BFM,0.1,4.0, 86.0, 6830.604633521283
10,100,UX,0.7,BFM,0.1,10.0, 78.0, 5322.706176732497
10,100,UX,0.7,BFM,0.1,5.0, 82.0, 5978.13916086702
10,100,UX,0.7,BFM,0.1,6.0, 80.0, 5756.269093539919
10,100,UX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
10,100,UX,0.7,BFM,0.1,9.0, 78.0, 5675.644066727573
70,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
70,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
70,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
70,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
70,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
70,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
70,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
70,200,HUX,0.0,BFM,0.1,6.0, 80.0, 5856.036511415234
60,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
60,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
60,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
60,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
60,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
60,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
60,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
60,200,HUX,0.0,BFM,0.1,6.0, 80.0, 5756.269093539919
30,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
30,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
30,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
30,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
30,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
30,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
30,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
30,200,HUX,0.0,BFM,0.1,6.0, 82.0, 5900.916044556201
80,200,HUX,0.0,BFM,0.01,1.0, 196.0, 67880.3635706255
80,200,HUX,0.0,BFM,0.01,2.0, 132.0, 23911.862997881926
80,200,HUX,0.0,BFM,0.01,3.0, 98.0, 9442.890268870551
80,200,HUX,0.0,BFM,0.01,4.0, 86.0, 6830.604633521283
80,200,HUX,0.0,BFM,0.01,2.0, 134.0, 21536.60069810438
80,200,HUX,0.0,BFM,0.01,5.0, 82.0, 5978.13916086702
80,200,HUX,0.0,BFM,0.01,7.0, 78.0, 5391.678885263456
80,200,HUX,0.0,BFM,0.01,6.0, 82.0, 5899.117767333966
60,100,UX,0.7,BFM,0.1,5.0, 82.0, 5978.13916086702
60,100,UX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
60,100,UX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
60,100,UX,0.7,BFM,0.1,4.0, 86.0, 6830.604633521283
60,100,UX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
60,100,UX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
60,100,UX,0.7,BFM,0.1,6.0, 82.0, 5899.117767333966
60,100,UX,0.7,BFM,0.1,7.0, 78.0, 5391.678885263456
60,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
60,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
60,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
60,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
60,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
60,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
60,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
60,200,HUX,0.0,IM,0.05,6.0, 80.0, 5756.269093539919
30,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
30,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
30,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
30,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
30,200,HUX,0.0,IM,0.05,7.0, 78.0, 5391.678885263456
30,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
30,200,HUX,0.0,IM,0.05,6.0, 82.0, 5899.117767333966
30,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
40,100,UX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
40,100,UX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
40,100,UX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
40,100,UX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
40,100,UX,0.7,BFM,0.1,4.0, 88.0, 7140.984939783078
40,100,UX,0.7,BFM,0.1,10.0, 78.0, 5322.706176732497
40,100,UX,0.7,BFM,0.1,4.0, 86.0, 7191.4970823983895
40,100,UX,0.7,BFM,0.1,6.0, 80.0, 5756.269093539919
40,100,UX,0.7,BFM,0.1,5.0, 82.0, 5978.13916086702
40,100,UX,0.7,BFM,0.1,7.0, 78.0, 5391.678885263456
20,200,HUX,0.0,BFM,0.01,2.0, 132.0, 23911.862997881926
20,200,HUX,0.0,BFM,0.01,3.0, 98.0, 9442.890268870551
20,200,HUX,0.0,BFM,0.01,7.0, 82.0, 5738.80448825047
20,200,HUX,0.0,BFM,0.01,1.0, 196.0, 67880.3635706255
20,200,HUX,0.0,BFM,0.01,7.0, 78.0, 5855.094163995039
20,200,HUX,0.0,BFM,0.01,2.0, 134.0, 21536.60069810438
20,200,HUX,0.0,BFM,0.01,6.0, 80.0, 5856.036511415234
20,200,HUX,0.0,BFM,0.01,4.0, 86.0, 6830.604633521283
20,200,HUX,0.0,BFM,0.01,10.0, 78.0, 5322.706176732497
20,200,HUX,0.0,BFM,0.01,5.0, 82.0, 5978.13916086702
20,200,HUX,0.0,BFM,0.01,8.0, 80.0, 5642.789139773256
20,200,HUX,0.0,BFM,0.01,9.0, 78.0, 5451.474201699052
80,100,UX,0.7,BFM,0.1,1.0, 196.0, 67880.3635706255
80,100,UX,0.7,BFM,0.1,2.0, 132.0, 23911.862997881926
80,100,UX,0.7,BFM,0.1,2.0, 134.0, 21536.60069810438
80,100,UX,0.7,BFM,0.1,3.0, 98.0, 9442.890268870551
80,100,UX,0.7,BFM,0.1,4.0, 86.0, 6830.604633521283
80,100,UX,0.7,BFM,0.1,5.0, 82.0, 5978.13916086702
80,100,UX,0.7,BFM,0.1,7.0, 78.0, 5391.678885263456
80,100,UX,0.7,BFM,0.1,6.0, 82.0, 5899.117767333966
90,100,UX,0.5,BFM,0.05,5.0, 82.0, 5978.13916086702
90,100,UX,0.5,BFM,0.05,6.0, 82.0, 5900.916044556201
90,100,UX,0.5,BFM,0.05,3.0, 98.0, 9442.890268870551
90,100,UX,0.5,BFM,0.05,2.0, 132.0, 23911.862997881926
90,100,UX,0.5,BFM,0.05,1.0, 196.0, 67880.3635706255
90,100,UX,0.5,BFM,0.05,9.0, 80.0, 5712.675685575788
90,100,UX,0.5,BFM,0.05,8.0, 80.0, 5821.106071589524
90,100,UX,0.5,BFM,0.05,4.0, 86.0, 6830.604633521283
90,100,UX,0.5,BFM,0.05,2.0, 134.0, 21536.60069810438
90,100,UX,0.5,BFM,0.05,7.0, 82.0, 5738.80448825047
70,200,HUX,0.0,IM,0.05,2.0, 132.0, 23911.862997881926
70,200,HUX,0.0,IM,0.05,2.0, 134.0, 21536.60069810438
70,200,HUX,0.0,IM,0.05,3.0, 98.0, 9442.890268870551
70,200,HUX,0.0,IM,0.05,1.0, 196.0, 67880.3635706255
70,200,HUX,0.0,IM,0.05,5.0, 82.0, 5978.13916086702
70,200,HUX,0.0,IM,0.05,4.0, 86.0, 6830.604633521283
70,200,HUX,0.0,IM,0.05,9.0, 80.0, 5674.170314791228
70,200,HUX,0.0,IM,0.05,8.0, 82.0, 5800.617309690127
70,200,HUX,0.0,IM,0.05,8.0, 80.0, 5802.42949240352
70,200,HUX,0.0,IM,0.05,6.0, 80.0, 5856.036511415234
50,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
50,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
50,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
50,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
50,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
50,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
50,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
50,200,HUX,0.0,BFM,0.1,6.0, 82.0, 5974.5793257684245
50,200,HUX,0.0,BFM,0.1,10.0, 78.0, 5322.706176732497
50,200,HUX,0.0,BFM,0.1,6.0, 84.0, 5924.813483908627
100,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
100,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
100,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
100,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
100,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
100,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
100,200,HUX,0.0,BFM,0.1,6.0, 80.0, 5756.269093539919
100,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
20,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
20,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
20,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
20,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
20,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
20,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
20,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
20,200,HUX,0.0,BFM,0.1,6.0, 80.0, 5756.269093539919
40,200,HUX,0.0,BFM,0.1,5.0, 82.0, 5978.13916086702
40,200,HUX,0.0,BFM,0.1,2.0, 134.0, 21536.60069810438
40,200,HUX,0.0,BFM,0.1,3.0, 98.0, 9442.890268870551
40,200,HUX,0.0,BFM,0.1,1.0, 196.0, 67880.3635706255
40,200,HUX,0.0,BFM,0.1,4.0, 86.0, 6830.604633521283
40,200,HUX,0.0,BFM,0.1,6.0, 82.0, 5899.117767333966
40,200,HUX,0.0,BFM,0.1,2.0, 132.0, 23911.862997881926
40,200,HUX,0.0,BFM,0.1,7.0, 78.0, 5391.678885263456
